brand name,dosage form,generic,strength,manufacturer
SB-Glim,Tablet,Glimepiride,1 mg,Sunman-Birdem Pharma Ltd.
SB-Glic XR,Tablet (Extended Release),Gliclazide,60 mg,Sunman-Birdem Pharma Ltd.
SB-Glic XR,Tablet (Extended Release),Gliclazide,30 mg,Sunman-Birdem Pharma Ltd.
SB-Glic,Tablet,Gliclazide,80 mg,Sunman-Birdem Pharma Ltd.
SB-Gabalin,Capsule,Pregabalin,75 mg,Sunman-Birdem Pharma Ltd.
SB-Gabalin,Capsule,Pregabalin,50 mg,Sunman-Birdem Pharma Ltd.
SB-Gabalin,Capsule,Pregabalin,25 mg,Sunman-Birdem Pharma Ltd.
SB-Fexec,Tablet,Fexofenadine Hydrochloride,120 mg,Sunman-Birdem Pharma Ltd.
SB-Eto,Tablet,Etoricoxib,120 mg,Sunman-Birdem Pharma Ltd.
SB-Losak Plus,Tablet,Losartan Potassium + Hydrochlorothiazide,100 mg+25 mg,Sunman-Birdem Pharma Ltd.
SB-Losak Plus,Tablet,Losartan Potassium + Hydrochlorothiazide,50 mg+12.5 mg,Sunman-Birdem Pharma Ltd.
SB-Losak,Tablet,Losartan Potassium,50 mg,Sunman-Birdem Pharma Ltd.
SB-Eto,Tablet,Etoricoxib,60 mg,Sunman-Birdem Pharma Ltd.
SB-Emec,Capsule (Delayed Release),Esomeprazole,40 mg,Sunman-Birdem Pharma Ltd.
SB-Emec,Capsule (Delayed Release),Esomeprazole,20 mg,Sunman-Birdem Pharma Ltd.
SB-Dom,Tablet,Domperidone Maleate,10 mg,Sunman-Birdem Pharma Ltd.
SB-Corac D,Tablet,Calcium Carbonate [Coral source] + Vitamin D3,500 mg+200 IU,Sunman-Birdem Pharma Ltd.
SB-Clopido,Tablet,Clopidogrel Bisulphate,75 mg,Sunman-Birdem Pharma Ltd.
SB-Cetiz,Tablet,Cetirizine Hydrochloride,10 mg,Sunman-Birdem Pharma Ltd.
SB-Cal D,Tablet,Calcium Carbonate [Elemental source] + Vitamin D3,500 mg+200 IU,Sunman-Birdem Pharma Ltd.
SB-Bisop,Tablet,Bisoprolol Hemifumarate,5 mg,Sunman-Birdem Pharma Ltd.
SB-Azit,Tablet,Azithromycin Dihydrate,500 mg,Sunman-Birdem Pharma Ltd.
SB-Ator,Tablet,Atorvastatin Calcium,20 mg,Sunman-Birdem Pharma Ltd.
SB-Serta,Tablet,Sertraline Hydrochloride,50 mg,Sunman-Birdem Pharma Ltd.
SB-Rostin,Tablet,Rosuvastatin,10 mg,Sunman-Birdem Pharma Ltd.
SB-Rostin,Tablet,Rosuvastatin,20 mg,Sunman-Birdem Pharma Ltd.
SB-Rabec,Tablet (Enteric Coated),Rabeprazole Sodium,20 mg,Sunman-Birdem Pharma Ltd.
SB-Quik,Tablet,Ciprofloxacin,500 mg,Sunman-Birdem Pharma Ltd.
SB-Opa Plus,Tablet,Paracetamol + Caffeine,500 mg+65 mg,Sunman-Birdem Pharma Ltd.
SB-Opa,Tablet,Paracetamol,500 mg,Sunman-Birdem Pharma Ltd.
SB-Omec,Capsule (Delayed Release),Omeprazole,40 mg,Sunman-Birdem Pharma Ltd.
SB-Omec,Capsule (Delayed Release),Omeprazole,20 mg,Sunman-Birdem Pharma Ltd.
SB-Neurec,Tablet,"Vitamin B1, B6 & B12",100 mg+200 mg+200 mcg,Sunman-Birdem Pharma Ltd.
SB-Monec,Tablet,Montelukast Sodium,10 mg,Sunman-Birdem Pharma Ltd.
SB-Mezol,Tablet,Metronidazole,400 mg,Sunman-Birdem Pharma Ltd.
SB-Metvilda,Tablet,Vildagliptin + Metformin Hydrochloride,50 mg+850 mg,Sunman-Birdem Pharma Ltd.
SB-Metvilda,Tablet,Vildagliptin + Metformin Hydrochloride,50 mg+500 mg,Sunman-Birdem Pharma Ltd.
SB-Metsita,Tablet,Sitagliptin + Metformin Hydrochloride,50 mg+500 mg,Sunman-Birdem Pharma Ltd.
SB-Metsita,Tablet,Sitagliptin + Metformin Hydrochloride,50 mg+1000 mg,Sunman-Birdem Pharma Ltd.
SB-Tad,Tablet,Tadalafil,10 mg,Sunman-Birdem Pharma Ltd.
SB-Tad,Tablet,Tadalafil,5 mg,Sunman-Birdem Pharma Ltd.
SB-Sovir,Tablet,Sofosbuvir,400 mg,Sunman-Birdem Pharma Ltd.
SB-Sita,Tablet,Sitagliptin,100 mg,Sunman-Birdem Pharma Ltd.
SB-Sita,Tablet,Sitagliptin,50 mg,Sunman-Birdem Pharma Ltd.
SB-Sild,Tablet,Sildenafil Citrate,100 mg,Sunman-Birdem Pharma Ltd.
SB-Sild,Tablet,Sildenafil Citrate,50 mg,Sunman-Birdem Pharma Ltd.
SB-Metlina,Tablet,Linagliptin + Metformin Hydrochloride,2.5 mg+850 mg,Sunman-Birdem Pharma Ltd.
SB-Metlina,Tablet,Linagliptin + Metformin Hydrochloride,2.5 mg+500 mg,Sunman-Birdem Pharma Ltd.
SB-Met XR,Tablet (Extended Release),Metformin Hydrochloride,1000 mg,Sunman-Birdem Pharma Ltd.
SB-Met XR,Tablet (Extended Release),Metformin Hydrochloride,500 mg,Sunman-Birdem Pharma Ltd.
SB-Met,Tablet,Metformin Hydrochloride,1000 mg,Sunman-Birdem Pharma Ltd.
SB-Met,Tablet,Metformin Hydrochloride,850 mg,Sunman-Birdem Pharma Ltd.
SB-Met,Tablet,Metformin Hydrochloride,500 mg,Sunman-Birdem Pharma Ltd.
Seas Vita,Syrup,Multivitamin & Cod Liver Oil,,Organic Health Care Ltd.
Seas Plus,Syrup,Multivitamin & Cod Liver Oil,,Globe Pharmaceuticals Ltd.
Seacoral DX,Tablet,Calcium Carbonate [Coral source] + Vitamin D3,600 mg+400 IU,Jenphar Bangladesh Ltd.
Seacoral D,Tablet,Calcium Carbonate [Coral source] + Vitamin D3,500 mg+200 IU,Jenphar Bangladesh Ltd.
Seacal-DX,Tablet,Calcium Carbonate [Coral source] + Vitamin D3,600 mg+400 IU,Drug International Ltd.
Seacal-D,Tablet,Calcium Carbonate [Coral source] + Vitamin D3,500 mg+200 IU,Drug International Ltd.
Scrublon,Solution,Chlorhexidine Gluconate + Cetrimide,0.3%+3%,Team Pharmaceuticals Ltd.
SCD,Tablet,Amlodipine Besilate + Atenolol,5 mg+50 mg,Orbit Pharmaceuticals Ltd.
Scarlet,Capsule,Red Clover [Trifolium Pratense],430 mg,Purnava Limited
Scarin,Cream,Permethrin,5% w/w,Ibn Sina Pharmaceuticals Ltd.
Scaper,Cream,Permethrin,5% w/w,Biopharma Laboratories Ltd.
Scanil,Lotion,Benzyl Benzoate,1.25 gm/5 ml,Renata Limited
Scameth,Cream,Permethrin,5% w/w,Millat Pharmaceuticals Ltd.
Scabo,Tablet,Ivermectin (Tablet),12 mg,Delta Pharma Ltd.
Scabo,Tablet,Ivermectin (Tablet),6 mg,Delta Pharma Ltd.
Scabisol,Lotion,Benzyl Benzoate,1.25 gm/5 ml,Jayson Pharmaceuticals Ltd.
Seclo,IV Injection,Omeprazole,40 mg/vial,Square Pharmaceuticals Ltd.
Seclo,Capsule (Delayed Release),Omeprazole,40 mg,Square Pharmaceuticals Ltd.
Seclo,Capsule (Delayed Release),Omeprazole,20 mg,Square Pharmaceuticals Ltd.
Sebivo,Tablet,Telbivudine,600 mg,Novartis (Bangladesh) Ltd.
Seberb,Tablet,Gefitinib,250 mg,Genvio Pharma Ltd.
Seasonix,Oral Solution,Levocetirizine Dihydrochloride,2.5 mg/5 ml,Incepta Pharmaceuticals Ltd.
Seasonix,Tablet,Levocetirizine Dihydrochloride,5 mg,Incepta Pharmaceuticals Ltd.
Scabid,Cream,Permethrin,5% w/w,Chemist Laboratories  Ltd.
Scabicon,Lotion,Benzyl Benzoate,1.25 gm/5 ml,Medicon Pharmaceuticals Ltd.
Scabicid,Lotion,Benzyl Benzoate,1.25 gm/5 ml,Aexim Pharmaceuticals Ltd.
Scabfre,Cream,Permethrin,5% w/w,Pacific Pharmaceuticals Ltd.
Scabex,Lotion,Benzyl Benzoate,1.25 gm/5 ml,Supreme Pharmaceutical Ltd.
Scabex,Cream,Permethrin,5% w/w,Square Pharmaceuticals Ltd.
SB-Vilda,Tablet,Vildagliptin,50 mg,Sunman-Birdem Pharma Ltd.
Sedno,Tablet,Desloratadine,5 mg,Square Pharmaceuticals Ltd.
Sedilux-M,Syrup,Chlorpheniramine Maleate,2 mg/5 ml,Modern Pharmaceuticals Ltd.
Sedilux-M,Tablet,Chlorpheniramine Maleate,4 mg,Modern Pharmaceuticals Ltd.
Sedil,IM/IV Injection,Diazepam,10 mg/2 ml,Square Pharmaceuticals Ltd.
Sedil,Tablet,Diazepam,5 mg,Square Pharmaceuticals Ltd.
Sedatab,Tablet,Diazepam,5 mg,Supreme Pharmaceutical Ltd.
Sedaquil,Tablet,Midazolam,7.5 mg,Rangs Pharmaceuticals Ltd.
Sedapen,Tablet,Diazepam,5 mg,Amico Laboratories Ltd.
Sectil,Capsule (Delayed Release),Omeprazole,40 mg,Cosmic Pharma Ltd.
Sectil,Capsule (Delayed Release),Omeprazole,20 mg,Cosmic Pharma Ltd.
Secrin M,Tablet (Extended Release),Glimepiride + Metformin,2 mg+500 mg,Square Pharmaceuticals Ltd.
Secrin M,Tablet (Extended Release),Glimepiride + Metformin,1 mg+500 mg,Square Pharmaceuticals Ltd.
Secrin,Tablet,Glimepiride,4 mg,Square Pharmaceuticals Ltd.
Secrin,Tablet,Glimepiride,3 mg,Square Pharmaceuticals Ltd.
Secrin,Tablet,Glimepiride,2 mg,Square Pharmaceuticals Ltd.
Secrin,Tablet,Glimepiride,1 mg,Square Pharmaceuticals Ltd.
Sedron,Tablet,Risedronate Sodium,35  mg,General Pharmaceuticals Ltd.
Sedron,Tablet,Risedronate Sodium,5 mg,General Pharmaceuticals Ltd.
Sedox,Powder for Suspension,Cefpodoxime Proxetil,40 mg/5 ml,Orbit Pharmaceuticals Ltd.
Secotal,Cream,Econazole Nitrate + Triamcinolone Acetonide,1%+0.1%,Marker Pharma Ltd.
Secomax,Powder for Suspension,Cefuroxime Axetil,125 mg/5 ml,General Pharmaceuticals Ltd.
Secomax,Tablet,Cefuroxime Axetil,500 mg,General Pharmaceuticals Ltd.
Secomax,Tablet,Cefuroxime Axetil,250 mg,General Pharmaceuticals Ltd.
Secoclav,Tablet,Cefuroxime Axetil + Clavulanic Acid,500 mg+125 mg,General Pharmaceuticals Ltd.
Secoclav,Tablet,Cefuroxime Axetil + Clavulanic Acid,250 mg+62.5 mg,General Pharmaceuticals Ltd.
Secnizol DS,Tablet,Secnidazole,1000 mg,Incepta Pharmaceuticals Ltd.
Secnidal DS,Tablet,Secnidazole,1000 mg,Synovia pharma plc
Secnid DS,Tablet,Secnidazole,1000 mg,Square Pharmaceuticals Ltd.
Seclogen,Capsule (Delayed Release),Omeprazole,20 mg,Biogen Pharmaceuticals Ltd.
Seclo MUPS,MUPS Tablet,Omeprazole (MUPS tablet),20 mg,Square Pharmaceuticals Ltd.
Seemox,Oral Suspension,Mebendazole,100 mg/5 ml,Seema Pharmaceuticals Ltd.
Seemox,Chewable Tablet,Mebendazole,100 mg,Seema Pharmaceuticals Ltd.
Seemaxyl DS,Capsule,Amoxicillin Trihydrate,500 mg,Seema Pharmaceuticals Ltd.
Seemaxyl,Powder for Suspension,Amoxicillin Trihydrate,125 mg/5 ml,Seema Pharmaceuticals Ltd.
Seemaxyl,Capsule,Amoxicillin Trihydrate,250 mg,Seema Pharmaceuticals Ltd.
Seemavit M,Tablet,Multivitamin & Multimineral,,Seema Pharmaceuticals Ltd.
Seematrin DS,Tablet,Sulphamethoxazole + Trimethoprim,800 mg+160 mg,Seema Pharmaceuticals Ltd.
Seematrin,Oral Suspension,Sulphamethoxazole + Trimethoprim,(200 mg+40 mg)/5 ml,Seema Pharmaceuticals Ltd.
Seemaquine,Tablet,Chloroquine Phosphate,250 mg,Seema Pharmaceuticals Ltd.
Seemapyrin,Tablet (Enteric Coated),Aspirin,75 mg,Seema Pharmaceuticals Ltd.
Seemaplex,Syrup,Vitamin B complex,,Seema Pharmaceuticals Ltd.
Seemaplex,Syrup,Iron Polymaltose Complex + Vitamin B Complex + Zinc,,Seema Pharmaceuticals Ltd.
Seemaldrat,Oral Suspension,Magaldrate,400 mg/5 ml,Seema Pharmaceuticals Ltd.
Seemagyl,Tablet,Metronidazole,400 mg,Seema Pharmaceuticals Ltd.
Seemagyl,Oral Suspension,Metronidazole,200 mg/5 ml,Seema Pharmaceuticals Ltd.
Seemacillin,Pediatric Drops,Ampicillin Sodium,125 mg/1.25 ml,Seema Pharmaceuticals Ltd.
Sefacin,Powder for Suspension,Cephradine,125 mg/5 ml,Kumudini Pharma Ltd.
Sefacin,Capsule,Cephradine,500 mg,Kumudini Pharma Ltd.
Sefacin,Capsule,Cephradine,250 mg,Kumudini Pharma Ltd.
Seequil-S,Tablet,Diazepam,5 mg,Seema Pharmaceuticals Ltd.
Seemacillin,Oral Suspension,Ampicillin Sodium,125 mg/5 ml,Seema Pharmaceuticals Ltd.
Seemacheph,Powder for Suspension,Cephalexin,125 mg/5 ml,Seema Pharmaceuticals Ltd.
Seemacheph,Capsule,Cephalexin,500 mg,Seema Pharmaceuticals Ltd.
Seema-C,Chewable Tablet,Vitamin C [Ascorbic acid],250 mg,Seema Pharmaceuticals Ltd.
Seecal Plus,Tablet,Calcium Carbonate [Elemental source] + Vitamin D3,500 mg+200 IU,Seema Pharmaceuticals Ltd.
Seebrox,Syrup,Ambroxol Hydrochloride,15 mg/5 ml,Seema Pharmaceuticals Ltd.
Seebri Breezhaler,Inhalation Capsule,Glycopyrronium Bromide (Inhalation capsule),50 mcg,Novartis (Bangladesh) Ltd.
See-Cal,Tablet,Calcium Carbonate,500 mg,Seema Pharmaceuticals Ltd.
Seduxen,IM/IV Injection,Diazepam,10 mg/2 ml,Ambee Pharmaceuticals Ltd.
Seduxen,Tablet,Diazepam,5 mg,Ambee Pharmaceuticals Ltd.
Sefrad,IM/IV Injection,Cephradine,500 mg/vial,Synovia pharma plc
Sefrad,Powder for Suspension,Cephradine,100 mg/ml,Synovia pharma plc
Sefrad,Powder for Suspension,Cephradine,125 mg/5 ml,Synovia pharma plc
Sefrad,Capsule,Cephradine,500 mg,Synovia pharma plc
Sefrad,Capsule,Cephradine,250 mg,Synovia pharma plc
Sefox,Powder for Suspension,Cefpodoxime Proxetil,40 mg/5 ml,Navana Pharmaceuticals Ltd.
Sefox,Capsule,Cefpodoxime Proxetil,100 mg,Navana Pharmaceuticals Ltd.
Sefnin,Powder for Suspension,Cephradine,125 mg/5 ml,Monicopharma Ltd.
Sefnin,Capsule,Cephradine,500 mg,Monicopharma Ltd.
Sefnin,Capsule,Cephradine,250 mg,Monicopharma Ltd.
Sefin DS,Powder for Suspension,Cephradine,250 mg/5 ml,Orion Pharma Ltd.
Sefin,IM/IV Injection,Cephradine,1 gm/vial,Orion Pharma Ltd.
Sefin,IM/IV Injection,Cephradine,500 mg/vial,Orion Pharma Ltd.
Sefin,IM/IV Injection,Cephradine,250 mg/vial,Orion Pharma Ltd.
Sefin,Pediatric Drops,Cephradine,125 mg/1.25 ml,Orion Pharma Ltd.
Sefin,Powder for Suspension,Cephradine,125 mg/5 ml,Orion Pharma Ltd.
Sefrate,Powder for Suspension,Cephradine,125 mg/5 ml,Bristol Pharmaceuticals Ltd.
Sefrate,Capsule,Cephradine,500 mg,Bristol Pharmaceuticals Ltd.
Sefrad DS,Powder for Suspension,Cephradine,250 mg/5 ml,Synovia pharma plc
Sefin,Capsule,Cephradine,500 mg,Orion Pharma Ltd.
Sefin,Capsule,Cephradine,250 mg,Orion Pharma Ltd.
Sefcon DS,Powder for Suspension,Cephradine,250 mg/5 ml,Concord Pharmaceuticals Ltd.
Sefcon,Capsule,Cephradine,500 mg,Concord Pharmaceuticals Ltd.
Sefanid,Powder for Suspension,Cefadroxil Monohydrate,125 mg/5 ml,Drug International Ltd.
Sefanid,Capsule,Cefadroxil Monohydrate,500 mg,Drug International Ltd.
Sefalor,Powder for Suspension,Cefaclor Monohydrate,125 mg/5 ml,Techno Drugs Ltd.
Sefalor,Capsule,Cefaclor Monohydrate,500 mg,Techno Drugs Ltd.
Sefadol,Powder for Suspension,Cefadroxil Monohydrate,125 mg/5 ml,Techno Drugs Ltd.
Sefadol,Capsule,Cefadroxil Monohydrate,500 mg,Techno Drugs Ltd.
Sefacin,Pediatric Drops,Cephradine,125 mg/1.25 ml,Kumudini Pharma Ltd.
Sefur,IV Injection,Cefuroxime Axetil,1.5 gm/vial,Opsonin Pharma Ltd.
Sefur,IM/IV Injection,Cefuroxime Axetil,750 mg/vial,Opsonin Pharma Ltd.
Sefur,Powder for Suspension,Cefuroxime Axetil,125 mg/5 ml,Opsonin Pharma Ltd.
Sefur,Tablet,Cefuroxime Axetil,500 mg,Opsonin Pharma Ltd.
Sefur,Tablet,Cefuroxime Axetil,250 mg,Opsonin Pharma Ltd.
Sefur,Tablet,Cefuroxime Axetil,125 mg,Opsonin Pharma Ltd.
Seftrim DS,Tablet,Sulphamethoxazole + Trimethoprim,800 mg+160 mg,Hudson Pharmaceuticals Ltd.
Seftrim,Oral Suspension,Sulphamethoxazole + Trimethoprim,(200 mg+40 mg)/5 ml,Hudson Pharmaceuticals Ltd.
Seftec,Pediatric Drops,Cephradine,125 mg/1.25 ml,APC Pharma Ltd.
Seftec,Powder for Suspension,Cephradine,125 mg/5 ml,APC Pharma Ltd.
Seftec,Capsule,Cephradine,500 mg,APC Pharma Ltd.
Sefro DS,Powder for Suspension,Cephradine,250 mg/5 ml,Navana Pharmaceuticals Ltd.
Sefro,Pediatric Drops,Cephradine,125 mg/1.25 ml,Navana Pharmaceuticals Ltd.
Sefro,Powder for Suspension,Cephradine,125 mg/5 ml,Navana Pharmaceuticals Ltd.
Sefro,Capsule,Cephradine,500 mg,Navana Pharmaceuticals Ltd.
Sefro,Capsule,Cephradine,250 mg,Navana Pharmaceuticals Ltd.
Segal,Capsule,Fluconazole,150 mg,Supreme Pharmaceutical Ltd.
Segal,Capsule,Fluconazole,50 mg,Supreme Pharmaceutical Ltd.
Sefurox,IV Injection,Cefuroxime Axetil,1.5 gm/vial,Synovia pharma plc
Sefurox,IM/IV Injection,Cefuroxime Axetil,750 mg/vial,Synovia pharma plc
Sefurox,Powder for Suspension,Cefuroxime Axetil,125 mg/5 ml,Synovia pharma plc
Sefurox,Tablet,Cefuroxime Axetil,500 mg,Synovia pharma plc
Sefurox,Tablet,Cefuroxime Axetil,250 mg,Synovia pharma plc
Sefur DS,Powder for Suspension,Cefuroxime Axetil,250 mg/5 ml,Opsonin Pharma Ltd.
Sefril DS,Powder for Suspension,Cephradine,250 mg/5 ml,ACME Laboratories Ltd.
Sefril,Pediatric Drops,Cephradine,125 mg/1.25 ml,ACME Laboratories Ltd.
Sefril,Powder for Suspension,Cephradine,125 mg/5 ml,ACME Laboratories Ltd.
Sefril,Capsule,Cephradine,500 mg,ACME Laboratories Ltd.
Sefril,Capsule,Cephradine,250 mg,ACME Laboratories Ltd.
Sefrate,Pediatric Drops,Cephradine,125 mg/1.25 ml,Bristol Pharmaceuticals Ltd.
Semaglut,Tablet,Semaglutide (Tablet),3 mg,NIPRO JMI Pharma Ltd.
Semaglut,Tablet,Semaglutide (Tablet),7 mg,NIPRO JMI Pharma Ltd.
Semaglo,Tablet,Semaglutide (Tablet),7 mg,Ziska Pharmaceuticals Ltd.
Semaglo,Tablet,Semaglutide (Tablet),3 mg,Ziska Pharmaceuticals Ltd.
Selotin,Tablet,Sertraline Hydrochloride,50 mg,The White Horse Pharma
Selomet-SR,Tablet (Extended Release),Metoprolol Tartrate,50 mg,UniMed UniHealth
Selomet,Tablet,Metoprolol Tartrate,50 mg,UniMed UniHealth
Selomet,Tablet,Metoprolol Tartrate,25 mg,UniMed UniHealth
Seloktil,Capsule (Delayed Release),Omeprazole,20 mg,Belsen Pharmaceuticals Ltd.
Selium,Tablet,Diazepam,5 mg,Silco Pharmaceutical Ltd.
Selex,Powder for Suspension,Cephalexin,125 mg/5 ml,Orion Pharma Ltd.
Selex,Capsule,Cephalexin,500 mg,Orion Pharma Ltd.
Select Plus,Shampoo,Ketoconazole (Shampoo),2%,Square Pharmaceuticals Ltd.
Segorin Plus,Tablet,Cefuroxime Axetil + Clavulanic Acid,500 mg+125 mg,Pacific Pharmaceuticals Ltd.
Segorin Plus,Tablet,Cefuroxime Axetil + Clavulanic Acid,250 mg+62.5 mg,Pacific Pharmaceuticals Ltd.
Segorin Plus,Powder for Suspension,Cefuroxime Axetil + Clavulanic Acid,(125 mg+31.25 mg)/5 ml,Pacific Pharmaceuticals Ltd.
Senride,Tablet,Glimepiride,2 mg,Navana Pharmaceuticals Ltd.
Senride,Tablet,Glimepiride,1 mg,Navana Pharmaceuticals Ltd.
Sencital,Tablet,Escitalopram Oxalate,10 mg,Belsen Pharmaceuticals Ltd.
Semotrim,Tablet,Sulphamethoxazole + Trimethoprim,400 mg+80 mg,Reliance Pharmaceuticals Ltd.
Semotrim,Oral Suspension,Sulphamethoxazole + Trimethoprim,(200 mg+40 mg)/5 ml,Reliance Pharmaceuticals Ltd.
Semglee,SC Injection,Insulin Glargine [rDNA],100 IU/ml,Beximco Pharmaceuticals Ltd.
Semecon,Pediatric Drops,Simethicone,67 mg/ml,Drug International Ltd.
Sematid,Tablet,Semaglutide (Tablet),7 mg,ACME Laboratories Ltd.
Sematid,Tablet,Semaglutide (Tablet),3 mg,ACME Laboratories Ltd.
Segorin,Powder for Suspension,Cefuroxime Axetil,125 mg/5 ml,Pacific Pharmaceuticals Ltd.
Segorin,Tablet,Cefuroxime Axetil,500 mg,Pacific Pharmaceuticals Ltd.
Segorin,Tablet,Cefuroxime Axetil,250 mg,Pacific Pharmaceuticals Ltd.
Segorin,Tablet,Cefuroxime Axetil,125 mg,Pacific Pharmaceuticals Ltd.
Segal,Powder for Suspension,Fluconazole,50 mg/5 ml,Supreme Pharmaceutical Ltd.
Seraflo,Inhalation Capsule,Salmeterol + Fluticasone Propionate,50 mcg+100 mcg,Drug International Ltd.
Seraflo,Inhaler,Salmeterol + Fluticasone Propionate,(25 mcg+125 mcg)/puff,Drug International Ltd.
Seraflo,Inhaler,Salmeterol + Fluticasone Propionate,(25 mcg+250 mcg)/puff,Drug International Ltd.
Sera,Tablet,Sertraline Hydrochloride,50 mg,Ambee Pharmaceuticals Ltd.
Septa,Pediatric Drops,Cephradine,125 mg/1.25 ml,Doctor’s Chemical Works Ltd.
Septa,Powder for Suspension,Cephradine,125 mg/5 ml,Doctor’s Chemical Works Ltd.
Septa,Capsule,Cephradine,500 mg,Doctor’s Chemical Works Ltd.
Sepsol,Hand Rub,Isopropyl Alcohol + Hydrogen Peroxide + Glycerol,75%+0.125%+1.45%,Incepta Pharmaceuticals Ltd.
Sepra-S,Powder for Suspension,Cephradine,125 mg/5 ml,Seema Pharmaceuticals Ltd.
Sepra-S,Capsule,Cephradine,500 mg,Seema Pharmaceuticals Ltd.
Sepnil,Solution,Chlorhexidine Gluconate + Cetrimide,1.5%+15%,Square Pharmaceuticals Ltd.
Sepnil,Solution,Chlorhexidine Gluconate + Cetrimide,0.5%+3%,Square Pharmaceuticals Ltd.
Seplon,Solution,Chlorhexidine Gluconate + Cetrimide,0.3%+3%,Indo Bangla Pharmaceutical
Sephar DS,Powder for Suspension,Cephradine,250 mg/5 ml,Jenphar Bangladesh Ltd.
Sephar,Powder for Suspension,Cephradine,125 mg/5 ml,Jenphar Bangladesh Ltd.
Sephar,Capsule,Cephradine,500 mg,Jenphar Bangladesh Ltd.
Seretide,Inhalation Capsule,Salmeterol + Fluticasone Propionate,50 mcg+100 mcg,GlaxoSmithKline
Seren,Capsule,Fluoxetine Hydrochloride,20 mg,Sonear Laboratories Ltd.
Serelose,Oral Solution,Lactulose,3.35 gm/5 ml,Beximco Pharmaceuticals Ltd.
Serelam,Tablet,Alprazolam,0.5 mg,General Pharmaceuticals Ltd.
Serelam,Tablet,Alprazolam,0.25 mg,General Pharmaceuticals Ltd.
Seravent,Inhaler,Salmeterol Xinafoate,25 mcg/puff,Drug International Ltd.
Seraflo,Inhalation Capsule,Salmeterol + Fluticasone Propionate,50 mcg+250 mcg,Drug International Ltd.
Seofol Plus,Capsule (Timed Release),Ferrous Sulfate + Folic Acid,150 mg+0.5 mg,Silco Pharmaceutical Ltd.
Sentix,Tablet,Flupentixol,1 mg,Eskayef Pharmaceuticals Ltd.
Sentix,Tablet,Flupentixol,0.5 mg,Eskayef Pharmaceuticals Ltd.
Sentibac,IM/IV Injection,Ceftazidime Pentahydrate,1 gm/vial,Globex Pharmaceuticals Ltd.
Sentibac,IM/IV Injection,Ceftazidime Pentahydrate,250 mg/vial,Globex Pharmaceuticals Ltd.
Sensit,Tablet,Flupentixol + Melitracen,0.5 mg+10 mg,Eskayef Pharmaceuticals Ltd.
Sensipin,Tablet,Clozapine,25 mg,Beximco Pharmaceuticals Ltd.
Serolux,Tablet,Sertraline Hydrochloride,100 mg,SANDOZ (A Novartis Division)
Serolux,Tablet,Sertraline Hydrochloride,50 mg,SANDOZ (A Novartis Division)
Serolux,Tablet,Sertraline Hydrochloride,25 mg,SANDOZ (A Novartis Division)
Serofit,Tablet,Sertraline Hydrochloride,50 mg,Everest Pharmaceuticals Ltd.
Serofit,Tablet,Sertraline Hydrochloride,25 mg,Everest Pharmaceuticals Ltd.
Serobion,Tablet,"Vitamin B1, B6 & B12",100 mg+200 mg+200 mcg,Leon Pharmaceuticals Ltd.
Serivan,Capsule,Pimavanserin,34 mg,Incepta Pharmaceuticals Ltd.
Serivan,Tablet,Pimavanserin,17 mg,Incepta Pharmaceuticals Ltd.
Serifen,Tablet,Dexibuprofen,400 mg,Silva Pharmaceuticals Ltd.
Serifen,Tablet,Dexibuprofen,300 mg,Silva Pharmaceuticals Ltd.
Seridol,Tablet,Paracetamol,500 mg,Sonear Laboratories Ltd.
Sergel MUPS,MUPS Tablet,Esomeprazole (MUPS tablet),40 mg,Healthcare Pharmaceuticals Ltd.
Sergel MUPS,MUPS Tablet,Esomeprazole (MUPS tablet),20 mg,Healthcare Pharmaceuticals Ltd.
Sergel,Oral Powder,Esomeprazole,20 mg,Healthcare Pharmaceuticals Ltd.
Sergel,Tablet (Enteric Coated),Esomeprazole,40 mg,Healthcare Pharmaceuticals Ltd.
Sergel,Tablet (Enteric Coated),Esomeprazole,20 mg,Healthcare Pharmaceuticals Ltd.
Seropam,Tablet,Escitalopram Oxalate,10 mg,Beximco Pharmaceuticals Ltd.
Seropam,Tablet,Escitalopram Oxalate,5 mg,Beximco Pharmaceuticals Ltd.
Serontin,Syrup,Ethosuximide,250 mg/5 ml,ACI Limited
Seronex,Tablet,Sertraline Hydrochloride,100 mg,Renata Limited
Seronex,Tablet,Sertraline Hydrochloride,25 mg,Renata Limited
Seronex,Tablet,Sertraline Hydrochloride,50 mg,Renata Limited
Sergel,IV Injection,Esomeprazole,40 mg/vial,Healthcare Pharmaceuticals Ltd.
Sergel,Capsule (Delayed Release),Esomeprazole,40 mg,Healthcare Pharmaceuticals Ltd.
Sergel,Capsule (Delayed Release),Esomeprazole,20 mg,Healthcare Pharmaceuticals Ltd.
Seretide,Inhaler,Salmeterol + Fluticasone Propionate,(25 mcg+250 mcg)/puff,GlaxoSmithKline
Seretide,Inhaler,Salmeterol + Fluticasone Propionate,(25 mcg+125 mcg)/puff,GlaxoSmithKline
Seretide,Inhaler,Salmeterol + Fluticasone Propionate,(25 mcg+50 mcg)/puff,GlaxoSmithKline
Seretide,Inhalation Capsule,Salmeterol + Fluticasone Propionate,50 mcg+500 mcg,GlaxoSmithKline
